[37m[2021/03/19 18:28:41][CONFIG][initService]  Starting service...
[32m[2021/03/19 19:00:17][INFO][sendIDMRequest]  Entity{entity=edu.uci.ics.jindongy.service.movies.model.Resquest.IDMRequest@4ea6d9df, variant=Variant[mediaType=application/json, language=null, encoding=null], annotations=[]}
[32m[2021/03/19 19:00:17][INFO][sendIDMRequest]  Request sent.
[32m[2021/03/19 19:00:17][INFO][sendIDMRequest]  Received status 200
[32m[2021/03/19 19:00:17][INFO][checkPrivilege]  Reading response
[32m[2021/03/19 19:00:17][INFO][checkPrivilege]  Received resultCode: 141
[32m[2021/03/19 19:00:17][INFO][checkPrivilege]  Received Message: User has insufficient privilege level.
[32m[2021/03/19 19:00:17][INFO][search]  Sanitize input 
[32m[2021/03/19 19:00:17][INFO][resposeAfterQuery]  SQL Query: com.mysql.cj.jdbc.ClientPreparedStatement: SELECT DISTINCT movie.movie_id,title,year,p.name as director,rating,backdrop_path,poster_path,hidden FROM movie LEFT JOIN person p ON p.person_id = movie.director_id LEFT JOIN genre_in_movie gim ON movie.movie_id = gim.movie_id LEFT JOIN genre g ON g.genre_id = gim.genre_id Where 1=1 AND movie.title LIKE '%10%' AND movie.hidden = 0 ORDER BY year desc, year desc LIMIT 10 OFFSET 0 
[32m[2021/03/19 19:00:17][INFO][resposeAfterQuery]  Receive result set
[32m[2021/03/19 19:00:17][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 19:00:17][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 19:00:17][INFO][buildResponse]  210
[32m[2021/03/19 19:00:18][INFO][thumbnail]  Execute SQL query
[33m[2021/03/19 19:00:18][WARNING][thumbnail]  com.mysql.cj.jdbc.ClientPreparedStatement: SELECT movie_id, title, backdrop_path, poster_path
FROM movie
WHERE movie_id in ('tt9036126', 'tt5792472', 'tt1179933', 'tt2990126', 'tt4126312', 'tt4510398', 'tt3742284', 'tt1993391', 'tt3245656', 'tt3488056')
ORDER BY FIELD(movie_id, 'tt9036126', 'tt5792472', 'tt1179933', 'tt2990126', 'tt4126312', 'tt4510398', 'tt3742284', 'tt1993391', 'tt3245656', 'tt3488056');
[32m[2021/03/19 19:00:18][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 19:00:18][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 19:00:18][INFO][buildResponse]  210
[32m[2021/03/19 19:04:56][INFO][sendIDMRequest]  Send request to IDM Privilege
[32m[2021/03/19 19:04:56][INFO][sendIDMRequest]  Build uri: http://127.0.0.1:12346/api/idm
[32m[2021/03/19 19:04:56][INFO][sendIDMRequest]  Building client...
[32m[2021/03/19 19:04:56][INFO][sendIDMRequest]  Building WebTarget...
[32m[2021/03/19 19:04:56][INFO][sendIDMRequest]  Starting invocation builder...
[32m[2021/03/19 19:04:56][INFO][sendIDMRequest]  Sending request...
[32m[2021/03/19 19:04:56][INFO][sendIDMRequest]  Entity{entity=edu.uci.ics.jindongy.service.movies.model.Resquest.IDMRequest@5c8911c5, variant=Variant[mediaType=application/json, language=null, encoding=null], annotations=[]}
[32m[2021/03/19 19:04:57][INFO][sendIDMRequest]  Request sent.
[32m[2021/03/19 19:04:57][INFO][sendIDMRequest]  Received status 200
[32m[2021/03/19 19:04:57][INFO][checkPrivilege]  Reading response
[32m[2021/03/19 19:04:57][INFO][checkPrivilege]  Received resultCode: 141
[32m[2021/03/19 19:04:57][INFO][checkPrivilege]  Received Message: User has insufficient privilege level.
[32m[2021/03/19 19:04:57][INFO][search]  Sanitize input 
[32m[2021/03/19 19:04:57][INFO][resposeAfterQuery]  SQL Query: com.mysql.cj.jdbc.ClientPreparedStatement: SELECT DISTINCT movie.movie_id,title,year,p.name as director,rating,backdrop_path,poster_path,hidden FROM movie LEFT JOIN person p ON p.person_id = movie.director_id LEFT JOIN genre_in_movie gim ON movie.movie_id = gim.movie_id LEFT JOIN genre g ON g.genre_id = gim.genre_id Where 1=1 AND movie.title LIKE '%10%' AND movie.hidden = 0 ORDER BY year desc, year desc LIMIT 10 OFFSET 0 
[32m[2021/03/19 19:04:57][INFO][resposeAfterQuery]  Receive result set
[32m[2021/03/19 19:04:57][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 19:04:57][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 19:04:57][INFO][buildResponse]  210
[32m[2021/03/19 19:04:57][INFO][thumbnail]  Execute SQL query
[33m[2021/03/19 19:04:57][WARNING][thumbnail]  com.mysql.cj.jdbc.ClientPreparedStatement: SELECT movie_id, title, backdrop_path, poster_path
FROM movie
WHERE movie_id in ('tt9036126', 'tt5792472', 'tt1179933', 'tt2990126', 'tt4126312', 'tt4510398', 'tt3742284', 'tt1993391', 'tt3245656', 'tt3488056')
ORDER BY FIELD(movie_id, 'tt9036126', 'tt5792472', 'tt1179933', 'tt2990126', 'tt4126312', 'tt4510398', 'tt3742284', 'tt1993391', 'tt3245656', 'tt3488056');
[32m[2021/03/19 19:04:57][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 19:04:57][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 19:04:57][INFO][buildResponse]  210
[32m[2021/03/19 19:05:04][INFO][sendIDMRequest]  Send request to IDM Privilege
[32m[2021/03/19 19:05:04][INFO][sendIDMRequest]  Build uri: http://127.0.0.1:12346/api/idm
[32m[2021/03/19 19:05:04][INFO][sendIDMRequest]  Building client...
[32m[2021/03/19 19:05:04][INFO][sendIDMRequest]  Building WebTarget...
[32m[2021/03/19 19:05:04][INFO][sendIDMRequest]  Starting invocation builder...
[32m[2021/03/19 19:05:04][INFO][sendIDMRequest]  Sending request...
[32m[2021/03/19 19:05:04][INFO][sendIDMRequest]  Entity{entity=edu.uci.ics.jindongy.service.movies.model.Resquest.IDMRequest@3a4491d3, variant=Variant[mediaType=application/json, language=null, encoding=null], annotations=[]}
[32m[2021/03/19 19:05:04][INFO][sendIDMRequest]  Request sent.
[32m[2021/03/19 19:05:04][INFO][sendIDMRequest]  Received status 200
[32m[2021/03/19 19:05:04][INFO][checkPrivilege]  Reading response
[32m[2021/03/19 19:05:04][INFO][checkPrivilege]  Received resultCode: 141
[32m[2021/03/19 19:05:04][INFO][checkPrivilege]  Received Message: User has insufficient privilege level.
[32m[2021/03/19 19:05:04][INFO][search]  Sanitize input 
[32m[2021/03/19 19:05:04][INFO][resposeAfterQuery]  SQL Query: com.mysql.cj.jdbc.ClientPreparedStatement: SELECT DISTINCT movie.movie_id,title,year,p.name as director,rating,backdrop_path,poster_path,hidden FROM movie LEFT JOIN person p ON p.person_id = movie.director_id LEFT JOIN genre_in_movie gim ON movie.movie_id = gim.movie_id LEFT JOIN genre g ON g.genre_id = gim.genre_id Where 1=1 AND movie.title LIKE '%10%' AND movie.hidden = 0 ORDER BY year desc, year desc LIMIT 10 OFFSET 0 
[32m[2021/03/19 19:05:04][INFO][resposeAfterQuery]  Receive result set
[32m[2021/03/19 19:05:04][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 19:05:04][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 19:05:04][INFO][buildResponse]  210
[32m[2021/03/19 19:05:05][INFO][thumbnail]  Execute SQL query
[33m[2021/03/19 19:05:05][WARNING][thumbnail]  com.mysql.cj.jdbc.ClientPreparedStatement: SELECT movie_id, title, backdrop_path, poster_path
FROM movie
WHERE movie_id in ('tt9036126', 'tt5792472', 'tt1179933', 'tt2990126', 'tt4126312', 'tt4510398', 'tt3742284', 'tt1993391', 'tt3245656', 'tt3488056')
ORDER BY FIELD(movie_id, 'tt9036126', 'tt5792472', 'tt1179933', 'tt2990126', 'tt4126312', 'tt4510398', 'tt3742284', 'tt1993391', 'tt3245656', 'tt3488056');
[32m[2021/03/19 19:05:05][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 19:05:05][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 19:05:05][INFO][buildResponse]  210
[32m[2021/03/19 19:05:35][INFO][sendIDMRequest]  Send request to IDM Privilege
[32m[2021/03/19 19:05:35][INFO][sendIDMRequest]  Build uri: http://127.0.0.1:12346/api/idm
[32m[2021/03/19 19:05:35][INFO][sendIDMRequest]  Building client...
[32m[2021/03/19 19:05:35][INFO][sendIDMRequest]  Building WebTarget...
[32m[2021/03/19 19:05:35][INFO][sendIDMRequest]  Starting invocation builder...
[32m[2021/03/19 19:05:35][INFO][sendIDMRequest]  Sending request...
[32m[2021/03/19 19:05:35][INFO][sendIDMRequest]  Entity{entity=edu.uci.ics.jindongy.service.movies.model.Resquest.IDMRequest@62c215df, variant=Variant[mediaType=application/json, language=null, encoding=null], annotations=[]}
[32m[2021/03/19 19:05:35][INFO][sendIDMRequest]  Request sent.
[32m[2021/03/19 19:05:35][INFO][sendIDMRequest]  Received status 200
[32m[2021/03/19 19:05:35][INFO][checkPrivilege]  Reading response
[32m[2021/03/19 19:05:35][INFO][checkPrivilege]  Received resultCode: 141
[32m[2021/03/19 19:05:35][INFO][checkPrivilege]  Received Message: User has insufficient privilege level.
[32m[2021/03/19 19:05:35][INFO][search]  Sanitize input 
[32m[2021/03/19 19:05:35][INFO][resposeAfterQuery]  SQL Query: com.mysql.cj.jdbc.ClientPreparedStatement: SELECT DISTINCT movie.movie_id,title,year,p.name as director,rating,backdrop_path,poster_path,hidden FROM movie LEFT JOIN person p ON p.person_id = movie.director_id LEFT JOIN genre_in_movie gim ON movie.movie_id = gim.movie_id LEFT JOIN genre g ON g.genre_id = gim.genre_id Where 1=1 AND movie.title LIKE '%10%' AND movie.hidden = 0 ORDER BY year desc, year desc LIMIT 10 OFFSET 0 
[32m[2021/03/19 19:05:35][INFO][resposeAfterQuery]  Receive result set
[32m[2021/03/19 19:05:35][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 19:05:35][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 19:05:35][INFO][buildResponse]  210
[32m[2021/03/19 19:05:35][INFO][thumbnail]  Execute SQL query
[33m[2021/03/19 19:05:35][WARNING][thumbnail]  com.mysql.cj.jdbc.ClientPreparedStatement: SELECT movie_id, title, backdrop_path, poster_path
FROM movie
WHERE movie_id in ('tt9036126', 'tt5792472', 'tt1179933', 'tt2990126', 'tt4126312', 'tt4510398', 'tt3742284', 'tt1993391', 'tt3245656', 'tt3488056')
ORDER BY FIELD(movie_id, 'tt9036126', 'tt5792472', 'tt1179933', 'tt2990126', 'tt4126312', 'tt4510398', 'tt3742284', 'tt1993391', 'tt3245656', 'tt3488056');
[32m[2021/03/19 19:05:35][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 19:05:35][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 19:05:35][INFO][buildResponse]  210
[32m[2021/03/19 19:06:08][INFO][sendIDMRequest]  Send request to IDM Privilege
[32m[2021/03/19 19:06:08][INFO][sendIDMRequest]  Build uri: http://127.0.0.1:12346/api/idm
[32m[2021/03/19 19:06:08][INFO][sendIDMRequest]  Building client...
[32m[2021/03/19 19:06:08][INFO][sendIDMRequest]  Building WebTarget...
[32m[2021/03/19 19:06:08][INFO][sendIDMRequest]  Starting invocation builder...
[32m[2021/03/19 19:06:08][INFO][sendIDMRequest]  Sending request...
[32m[2021/03/19 19:06:08][INFO][sendIDMRequest]  Entity{entity=edu.uci.ics.jindongy.service.movies.model.Resquest.IDMRequest@433800e, variant=Variant[mediaType=application/json, language=null, encoding=null], annotations=[]}
[32m[2021/03/19 19:06:08][INFO][sendIDMRequest]  Request sent.
[32m[2021/03/19 19:06:08][INFO][sendIDMRequest]  Received status 200
[32m[2021/03/19 19:06:08][INFO][checkPrivilege]  Reading response
[32m[2021/03/19 19:06:08][INFO][checkPrivilege]  Received resultCode: 141
[32m[2021/03/19 19:06:08][INFO][checkPrivilege]  Received Message: User has insufficient privilege level.
[32m[2021/03/19 19:06:08][INFO][search]  Sanitize input 
[32m[2021/03/19 19:06:08][INFO][resposeAfterQuery]  SQL Query: com.mysql.cj.jdbc.ClientPreparedStatement: SELECT DISTINCT movie.movie_id,title,year,p.name as director,rating,backdrop_path,poster_path,hidden FROM movie LEFT JOIN person p ON p.person_id = movie.director_id LEFT JOIN genre_in_movie gim ON movie.movie_id = gim.movie_id LEFT JOIN genre g ON g.genre_id = gim.genre_id Where 1=1 AND movie.title LIKE '%10%' AND movie.hidden = 0 ORDER BY year desc, year desc LIMIT 10 OFFSET 0 
[32m[2021/03/19 19:06:08][INFO][resposeAfterQuery]  Receive result set
[32m[2021/03/19 19:06:08][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 19:06:08][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 19:06:08][INFO][buildResponse]  210
[32m[2021/03/19 19:06:09][INFO][thumbnail]  Execute SQL query
[33m[2021/03/19 19:06:09][WARNING][thumbnail]  com.mysql.cj.jdbc.ClientPreparedStatement: SELECT movie_id, title, backdrop_path, poster_path
FROM movie
WHERE movie_id in ('tt9036126', 'tt5792472', 'tt1179933', 'tt2990126', 'tt4126312', 'tt4510398', 'tt3742284', 'tt1993391', 'tt3245656', 'tt3488056')
ORDER BY FIELD(movie_id, 'tt9036126', 'tt5792472', 'tt1179933', 'tt2990126', 'tt4126312', 'tt4510398', 'tt3742284', 'tt1993391', 'tt3245656', 'tt3488056');
[32m[2021/03/19 19:06:09][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 19:06:09][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 19:06:09][INFO][buildResponse]  210
[32m[2021/03/19 19:08:19][INFO][sendIDMRequest]  Send request to IDM Privilege
[32m[2021/03/19 19:08:19][INFO][sendIDMRequest]  Build uri: http://127.0.0.1:12346/api/idm
[32m[2021/03/19 19:08:19][INFO][sendIDMRequest]  Building client...
[32m[2021/03/19 19:08:19][INFO][sendIDMRequest]  Building WebTarget...
[32m[2021/03/19 19:08:19][INFO][sendIDMRequest]  Starting invocation builder...
[32m[2021/03/19 19:08:19][INFO][sendIDMRequest]  Sending request...
[32m[2021/03/19 19:08:19][INFO][sendIDMRequest]  Entity{entity=edu.uci.ics.jindongy.service.movies.model.Resquest.IDMRequest@2ec375d2, variant=Variant[mediaType=application/json, language=null, encoding=null], annotations=[]}
[32m[2021/03/19 19:08:20][INFO][sendIDMRequest]  Request sent.
[32m[2021/03/19 19:08:20][INFO][sendIDMRequest]  Received status 200
[32m[2021/03/19 19:08:20][INFO][checkPrivilege]  Reading response
[32m[2021/03/19 19:08:20][INFO][checkPrivilege]  Received resultCode: 141
[32m[2021/03/19 19:08:20][INFO][checkPrivilege]  Received Message: User has insufficient privilege level.
[32m[2021/03/19 19:08:20][INFO][search]  Sanitize input 
[32m[2021/03/19 19:08:20][INFO][resposeAfterQuery]  SQL Query: com.mysql.cj.jdbc.ClientPreparedStatement: SELECT DISTINCT movie.movie_id,title,year,p.name as director,rating,backdrop_path,poster_path,hidden FROM movie LEFT JOIN person p ON p.person_id = movie.director_id LEFT JOIN genre_in_movie gim ON movie.movie_id = gim.movie_id LEFT JOIN genre g ON g.genre_id = gim.genre_id Where 1=1 AND movie.title LIKE '%10%' AND movie.hidden = 0 ORDER BY year desc, year desc LIMIT 10 OFFSET 0 
[32m[2021/03/19 19:08:20][INFO][resposeAfterQuery]  Receive result set
[32m[2021/03/19 19:08:20][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 19:08:20][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 19:08:20][INFO][buildResponse]  210
[32m[2021/03/19 19:08:20][INFO][thumbnail]  Execute SQL query
[33m[2021/03/19 19:08:20][WARNING][thumbnail]  com.mysql.cj.jdbc.ClientPreparedStatement: SELECT movie_id, title, backdrop_path, poster_path
FROM movie
WHERE movie_id in ('tt9036126', 'tt5792472', 'tt1179933', 'tt2990126', 'tt4126312', 'tt4510398', 'tt3742284', 'tt1993391', 'tt3245656', 'tt3488056')
ORDER BY FIELD(movie_id, 'tt9036126', 'tt5792472', 'tt1179933', 'tt2990126', 'tt4126312', 'tt4510398', 'tt3742284', 'tt1993391', 'tt3245656', 'tt3488056');
[32m[2021/03/19 19:08:20][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 19:08:20][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 19:08:20][INFO][buildResponse]  210
[32m[2021/03/19 19:10:58][INFO][sendIDMRequest]  Send request to IDM Privilege
[32m[2021/03/19 19:10:58][INFO][sendIDMRequest]  Build uri: http://127.0.0.1:12346/api/idm
[32m[2021/03/19 19:10:58][INFO][sendIDMRequest]  Building client...
[32m[2021/03/19 19:10:58][INFO][sendIDMRequest]  Building WebTarget...
[32m[2021/03/19 19:10:58][INFO][sendIDMRequest]  Starting invocation builder...
[32m[2021/03/19 19:10:58][INFO][sendIDMRequest]  Sending request...
[32m[2021/03/19 19:10:58][INFO][sendIDMRequest]  Entity{entity=edu.uci.ics.jindongy.service.movies.model.Resquest.IDMRequest@70df0ba5, variant=Variant[mediaType=application/json, language=null, encoding=null], annotations=[]}
[32m[2021/03/19 19:10:58][INFO][sendIDMRequest]  Request sent.
[32m[2021/03/19 19:10:58][INFO][sendIDMRequest]  Received status 200
[32m[2021/03/19 19:10:58][INFO][checkPrivilege]  Reading response
[32m[2021/03/19 19:10:58][INFO][checkPrivilege]  Received resultCode: 141
[32m[2021/03/19 19:10:58][INFO][checkPrivilege]  Received Message: User has insufficient privilege level.
[32m[2021/03/19 19:10:58][INFO][search]  Sanitize input 
[32m[2021/03/19 19:10:58][INFO][resposeAfterQuery]  SQL Query: com.mysql.cj.jdbc.ClientPreparedStatement: SELECT DISTINCT movie.movie_id,title,year,p.name as director,rating,backdrop_path,poster_path,hidden FROM movie LEFT JOIN person p ON p.person_id = movie.director_id LEFT JOIN genre_in_movie gim ON movie.movie_id = gim.movie_id LEFT JOIN genre g ON g.genre_id = gim.genre_id Where 1=1 AND movie.title LIKE '%10%' AND movie.hidden = 0 ORDER BY year desc, year desc LIMIT 10 OFFSET 0 
[32m[2021/03/19 19:10:58][INFO][resposeAfterQuery]  Receive result set
[32m[2021/03/19 19:10:58][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 19:10:58][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 19:10:58][INFO][buildResponse]  210
[32m[2021/03/19 19:10:59][INFO][thumbnail]  Execute SQL query
[33m[2021/03/19 19:10:59][WARNING][thumbnail]  com.mysql.cj.jdbc.ClientPreparedStatement: SELECT movie_id, title, backdrop_path, poster_path
FROM movie
WHERE movie_id in ('tt9036126', 'tt5792472', 'tt1179933', 'tt2990126', 'tt4126312', 'tt4510398', 'tt3742284', 'tt1993391', 'tt3245656', 'tt3488056')
ORDER BY FIELD(movie_id, 'tt9036126', 'tt5792472', 'tt1179933', 'tt2990126', 'tt4126312', 'tt4510398', 'tt3742284', 'tt1993391', 'tt3245656', 'tt3488056');
[32m[2021/03/19 19:10:59][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 19:10:59][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 19:10:59][INFO][buildResponse]  210
[32m[2021/03/19 19:11:37][INFO][sendIDMRequest]  Send request to IDM Privilege
[32m[2021/03/19 19:11:37][INFO][sendIDMRequest]  Build uri: http://127.0.0.1:12346/api/idm
